Date,Open,High,Low,Close,Adjusted Close,Volume
2002-08-12,38.724998474121094,40.0,38.724998474121094,39.70000076293945,25.343921661376953,212976
2002-08-13,39.75,40.38750076293945,38.875,39.162498474121094,25.000782012939453,153576
2002-08-14,39.25,39.25,35.724998474121094,36.462501525878906,23.277151107788086,822776
2002-08-15,36.462501525878906,36.462501525878906,36.462501525878906,36.462501525878906,23.277151107788086,0
2002-08-16,36.275001525878906,38.0,35.75,36.375,23.221288681030273,811856
2002-08-19,36.67499923706055,36.67499923706055,35.13750076293945,35.474998474121094,22.646743774414062,205880
2002-08-20,35.724998474121094,38.724998474121094,35.48749923706055,36.462501525878906,23.277151107788086,3773624
2002-08-21,38.474998474121094,39.20000076293945,36.525001525878906,38.25,24.418254852294922,3011064
2002-08-22,39.51250076293945,41.57500076293945,39.3125,39.900001525878906,25.471593856811523,6732480
2002-08-23,40.25,43.625,39.76250076293945,42.29999923706055,27.003713607788086,4841672
2002-08-26,42.974998474121094,43.25,41.8125,42.150001525878906,26.907970428466797,2576912
2002-08-27,42.5,44.25,40.75,41.099998474121094,26.237672805786133,3694224
2002-08-28,40.974998474121094,41.599998474121094,40.287498474121094,41.13750076293945,26.26160430908203,1674960
2002-08-29,40.88750076293945,41.875,40.75,41.13750076293945,26.26160430908203,1236544
2002-08-30,41.26250076293945,45.125,41.25,44.04999923706055,28.12089729309082,3762384
2002-09-02,44.75,45.974998474121094,44.04999923706055,44.5,28.408172607421875,2389568
2002-09-03,44.75,44.9375,42.0,42.412498474121094,27.075536727905273,986784
2002-09-04,41.875,43.75,41.38750076293945,43.337501525878906,27.666048049926758,1449856
2002-09-05,44.662498474121094,44.86249923706055,42.5,43.07500076293945,27.498489379882812,1061360
2002-09-06,43.25,43.25,41.01250076293945,41.474998474121094,26.47705841064453,907472
2002-09-09,39.5,42.6875,39.5,40.9375,26.1339168548584,880848
2002-09-10,40.9375,40.9375,40.9375,40.9375,26.1339168548584,0
2002-09-11,41.162498474121094,42.70000076293945,41.162498474121094,41.974998474121094,26.796260833740234,635936
2002-09-12,42.48749923706055,43.224998474121094,41.900001525878906,42.1875,26.93190574645996,781968
2002-09-13,40.712501525878906,42.224998474121094,40.63750076293945,40.98749923706055,26.165851593017578,338264
2002-09-16,41.375,41.599998474121094,39.875,40.1875,25.65513038635254,288592
2002-09-17,40.912498474121094,41.625,40.775001525878906,41.36249923706055,26.405231475830078,462952
2002-09-18,41.125,41.25,39.75,40.087501525878906,25.591293334960938,315432
2002-09-19,39.75,41.07500076293945,39.25,39.75,25.375839233398438,490848
2002-09-20,38.32500076293945,39.67499923706055,38.162498474121094,39.099998474121094,24.960880279541016,501072
2002-09-23,39.375,39.474998474121094,38.275001525878906,38.4375,24.5379581451416,248504
2002-09-24,38.29999923706055,38.29999923706055,36.724998474121094,37.13750076293945,23.70806121826172,267912
2002-09-25,36.275001525878906,37.75,36.0,37.42499923706055,23.891597747802734,379544
2002-09-26,38.20000076293945,38.61249923706055,37.75,38.01250076293945,24.26664161682129,178136
2002-09-27,37.88750076293945,39.0,37.88750076293945,38.474998474121094,24.561899185180664,206288
2002-09-30,37.88750076293945,38.474998474121094,36.275001525878906,37.07500076293945,23.66816520690918,202232
2002-10-01,37.25,37.75,36.125,36.76250076293945,23.468660354614258,240192
2002-10-02,36.76250076293945,36.76250076293945,36.76250076293945,36.76250076293945,23.468660354614258,0
2002-10-03,37.25,39.75,37.25,37.75,24.099069595336914,673264
2002-10-04,38.25,38.36249923706055,37.125,37.51250076293945,23.947452545166016,258296
2002-10-07,37.76250076293945,38.0,37.025001525878906,37.349998474121094,23.84371566772461,110976
2002-10-08,37.462501525878906,38.724998474121094,37.25,38.36249923706055,24.490076065063477,227352
2002-10-09,38.5,39.11249923706055,37.0625,37.38750076293945,23.867650985717773,277040
2002-10-10,38.5,38.5,36.63750076293945,37.42499923706055,23.891597747802734,173224
2002-10-11,38.474998474121094,38.9375,38.11249923706055,38.212501525878906,24.394329071044922,192536
2002-10-14,38.92499923706055,39.0,37.57500076293945,37.9375,24.218769073486328,152744
2002-10-15,37.9375,37.9375,37.9375,37.9375,24.218769073486328,0
2002-10-16,42.775001525878906,42.775001525878906,37.775001525878906,38.01250076293945,24.26664161682129,247760
2002-10-17,38.25,38.25,37.525001525878906,38.01250076293945,24.26664161682129,144512
2002-10-18,38.75,39.92499923706055,38.287498474121094,38.8125,24.777347564697266,512312
2002-10-21,39.724998474121094,40.73749923706055,39.25,39.412498474121094,25.160390853881836,646296
2002-10-22,39.75,39.75,37.75,37.98749923706055,24.250680923461914,229384
2002-10-23,38.25,38.70000076293945,37.525001525878906,37.8125,24.138965606689453,153320
2002-10-24,38.224998474121094,38.349998474121094,36.900001525878906,37.150001525878906,23.716032028198242,168744
2002-10-25,36.5,37.087501525878906,36.275001525878906,36.38750076293945,23.22926139831543,172296
2002-10-28,36.125,36.5,35.54999923706055,35.849998474121094,22.88612937927246,134504
2002-10-29,35.75,36.45000076293945,35.54999923706055,36.162498474121094,23.08563232421875,143024
2002-10-30,36.5,37.4375,36.25,36.775001525878906,23.476646423339844,164320
2002-10-31,37.0,37.5,36.79999923706055,37.349998474121094,23.84371566772461,118928
2002-11-01,37.525001525878906,38.150001525878906,36.76250076293945,36.962501525878906,23.596342086791992,108792
2002-11-04,37.5,37.5,36.95000076293945,37.23749923706055,23.771900177001953,56560
2002-11-05,36.88750076293945,37.32500076293945,36.599998474121094,36.837501525878906,23.516550064086914,70288
2002-11-06,36.837501525878906,36.837501525878906,36.837501525878906,36.837501525878906,23.516550064086914,0
2002-11-07,37.5,39.5,37.5,37.974998474121094,24.242704391479492,204880
2002-11-08,37.25,37.73749923706055,37.025001525878906,37.3125,23.819766998291016,77664
2002-11-11,37.5,37.5,36.67499923706055,36.75,23.460681915283203,66568
2002-11-12,36.5,37.5,36.5,36.9375,23.580385208129883,106864
2002-11-13,37.125,37.224998474121094,36.42499923706055,36.625,23.380874633789062,106264
2002-11-14,37.20000076293945,37.900001525878906,36.63750076293945,37.125,23.70008659362793,211856
2002-11-15,37.95000076293945,38.162498474121094,37.5,37.92499923706055,24.21079444885254,154144
2002-11-18,38.25,38.73749923706055,37.837501525878906,38.3125,24.45815086364746,217672
2002-11-19,38.3125,38.3125,38.3125,38.3125,24.45815086364746,0
2002-11-20,38.25,39.875,38.25,39.57500076293945,25.264127731323242,406128
2002-11-21,40.3125,44.724998474121094,40.3125,43.0,27.45058822631836,2664024
2002-11-22,41.38750076293945,45.17499923706055,41.38750076293945,42.337501525878906,27.027666091918945,1184016
2002-11-25,42.75,43.20000076293945,41.75,42.26250076293945,26.97978401184082,428920
2002-11-26,42.625,43.45000076293945,41.775001525878906,42.01250076293945,26.82018280029297,367496
2002-11-27,42.75,42.75,40.88750076293945,41.125,26.253616333007812,301128
2002-11-28,41.525001525878906,43.724998474121094,41.51250076293945,42.79999923706055,27.322919845581055,447680
2002-11-29,42.79999923706055,42.79999923706055,42.79999923706055,42.79999923706055,27.322919845581055,0
2002-12-02,44.875,49.0,44.474998474121094,47.38750076293945,30.251523971557617,1388680
2002-12-03,48.5,52.42499923706055,46.775001525878906,50.099998474121094,31.983135223388672,4082608
2002-12-04,49.224998474121094,51.1875,47.76250076293945,48.42499923706055,30.91384506225586,2594928
2002-12-05,48.125,51.11249923706055,48.125,49.650001525878906,31.69586753845215,1720264
2002-12-06,50.5,51.67499923706055,49.63750076293945,50.95000076293945,32.5257568359375,1139968
2002-12-09,50.75,51.724998474121094,48.025001525878906,48.5,30.96170997619629,975768
2002-12-10,47.625,50.5,47.275001525878906,49.61249923706055,31.67191505432129,837808
2002-12-11,51.0,53.98749923706055,50.75,51.95000076293945,33.16415786743164,3286400
2002-12-12,52.0,54.0,52.0,52.375,33.43545913696289,2568024
2002-12-13,53.0,53.67499923706055,52.275001525878906,52.587501525878906,33.57111358642578,1112288
2002-12-16,53.25,53.67499923706055,50.025001525878906,50.32500076293945,32.126766204833984,1231456
2002-12-17,51.275001525878906,51.275001525878906,48.900001525878906,49.400001525878906,31.53626251220703,855656
2002-12-18,49.95000076293945,50.724998474121094,48.599998474121094,48.9375,31.24100685119629,618096
2002-12-19,49.92499923706055,54.375,49.375,53.07500076293945,33.88233947753906,3770256
2002-12-20,53.75,54.95000076293945,52.5,53.51250076293945,34.16162872314453,2952072
2002-12-23,53.75,53.76250076293945,51.25,51.61249923706055,32.948692321777344,1277744
2002-12-24,51.75,54.0,51.5625,53.73749923706055,34.305259704589844,1729840
2002-12-25,53.73749923706055,53.73749923706055,53.73749923706055,53.73749923706055,34.305259704589844,0
